Major,Course Name,Credits,Prerequisites,Category
Film and Television Production BFA,VRAR 210 - Introduction to VR and AR,3,VRAR 120 ,one of the following
Film and Television Production BFA,DOC 335 - Documentary Production,3,"DOC 116, FTV 130  and Dodge College major, documentary film minor",one of the following
Film and Television Production BFA,FP 337 - Cinematography II,3,N/A,one of the following
Film and Television Production BFA,FP 436 - Production Design II,3,"FP 293, FP 458 ",one of the following
Film and Television Production BFA,FP 315 - Editing II,3,N/A,one of the following
Film and Television Production BFA,FP 333 - Audio Design,3,FP 133 ,one of the following
Film and Television Production BFA,SW 327 - Feature Screenwriting I for Non-Screenwriting Majors,3,"DCFMA major other than screenwriting and SW 127, TWP 127  and TWP 128 ",two of the following
Film and Television Production BFA,DOC 363 - Writing the Documentary,3,"DOC 116, FTV 130 ",two of the following
Film and Television Production BFA,SW 297 - Short Script Workshop,3,"SW 127  and creative producing, film production, film and television production, film studies, film and media studies, screen acting, screenwriting, writing for film and television major, film studies, film and media studies minor and sophomore standing",two of the following
Film and Television Production BFA,TWP 327 - Seminar in Television Writing: Comedy,3,"both SW 127, SW 128, both TWP 127, TWP 128  and film and television production, screenwriting, film and television writing, television writing and production major",two of the following
Film and Television Production BFA,TWP 328 - Seminar in Television Writing: Drama,3,N/A,two of the following
Film and Television Production BFA,FP 424 - Senior Thesis Development,3,"SW 127, SW 128  and junior standing and creative producing, film and television production, film production, screenwriting major",two of the following
Film and Television Production BFA,TWP 440 - Creating the Television Series - Non-Production,3,"TWP 327, TWP 328, senior standing",two of the following
Film and Television Production BFA,TWP 487 - Writing the Pilot - Production,3,"TWP 327, TWP 328  and television writing and production, writing for film and television, film and television production major",two of the following
Film and Television Production BFA,"DOC 496 - Documentary Pre-Production, Senior Thesis I",3,"DOC 116, DOC 335  and broadcast journalism and documentary, film and television production, television writing and production major",one of the following
Film and Television Production BFA,VRAR 494 - Advanced VR/AR Workshop,3,"VRAR 120, VRAR 210 ",one of the following
Film and Television Production BFA,TWP 445 - Television Pre-Production: Series,3,N/A,one of the following
Film and Television Production BFA,TWP 495 - Short Form Television I,3,"film and television production, television writing and production major and senior standing, TWP 246 ​ and two of the following: TWP 311, TWP 320, TWP 327, TWP 328, TWP 487 ",one of the following
Film and Television Production BFA,TWP 494 - Multi-Camera Television Production Workshop,3,"TWP 311, senior standing, consent of instructor and film and television production, television writing and production major",one of the following
Film and Television Production BFA,"DOC 497 - Documentary Post-Production, Senior Thesis II",3,"DOC 496  and broadcast journalism and documentary, film and television production, television writing and production major",one of the following
Film and Television Production BFA,TWP 488 - Pilot Production,3,"FTV 130, consent of instructor",one of the following
Film and Television Production BFA,TWP 496 - Short Form Television II,3,"TWP 495, senior standing and film and television production, television writing and production major",one of the following
French BA,FREN 201B - Intermediate French I for Business Professionals,3,N/A,nine of the following
French BA,FREN 201 - Intermediate French I,3,FREN 102 ,nine of the following
French BA,FREN 309 - Images of Childhood in French Literature and Film,3,"FREN 201, equivalency, consent of instructor",nine of the following
French BA,FREN 202 - Intermediate French II,3,FREN 201 ,nine of the following
French BA,FREN 201C - Intermediate French I for Film and TV Professionals,3,"FREN 102, equivalent, consent of instructor",nine of the following
French BA,FREN 310 - Introduction to Translation,3,FREN 201 ,nine of the following
French BA,"FREN 320 - French Humor in Literature, Cinema and Society",3,"FREN 201, consent of instructor",nine of the following
French BA,"FREN 322 - Haute Couture, Dress Codes, Hats and Gloves: Images of French Society Through Material Culture",3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 323 - French Popular Music: A Mirror of Society,3,FREN 201 ,nine of the following
French BA,FREN 340 - Cuisine in French Literature and Film,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 341 - Literary and Cinematographic Images of the French Past: An Interdisciplinary Inquiry,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 343 - Advanced Grammar and Composition,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 345 - Topics in Advanced French Conversation and Composition I,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 346 - Topics in Advanced French Conversation and Composition II,3,"FREN 201, equivalent proficiency, consent of instructor",nine of the following
French BA,FREN 347 - Business French,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 348 - Topics in Francophone Literatures of the World,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 349 - French Theater Across the Ages,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 350 - French Poetry and Music Across the Ages,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 352 - The New Novel and New Wave Cinema: Le Nouveau Roman & La Nouvelle Vague,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 351 - The French Resistance and Holocaust,3,"FREN 201, consent of instructor",nine of the following
French BA,"FREN 353 - Topics in Historical Tours: Paris, A Literary History",3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 353C - Topics in Historical Tours: A Tale of Two Cities,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 354 - French Opera in the Time of the Sun King: The “Libretti” of Quinault and Music of Lully,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 355 - Memories of World War II in French Films,3,FREN 201 ,nine of the following
French BA,FREN 356 - Topics in French Opera,3,N/A,nine of the following
French BA,"FREN 378 - Contemporary French Society, Politics, The European Union and French-Speaking World",3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 386 - Images of Leadership in French Literature,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 365 - French Speculative Fiction,3,FREN 201 ,nine of the following
French BA,FREN 375 - Topics in French Literature,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 387 - Remakes and Adaptations in Films: From France to Hollywood,3,FREN 201 ,nine of the following
French BA,FREN 389 - The French Philosophers and the French Enlightenment,3,"FREN 201, consent of instructor",nine of the following
French BA,FREN 399 - Individual Study,½-6,"FREN 201, consent of instructor",nine of the following
French BA,FREN 499 - Individual Study,1-3,consent of instructor,nine of the following
French BA,FREN 498 - Junior/Senior Seminar,3,"FREN 201, consent of instructor and French, Global Communication and World Languages French track major, French minor",requirement
Graphic Design BFA,ART 195 - Art and Text,3,N/A,requirements
Graphic Design BFA,ART 122 - Objects and Space,3,"art, art history, graphic design major, minor",requirements
Graphic Design BFA,GD 100 - Introduction to Lettering and Book Arts,3,"graphic design major, art, art history, graphic design minor",requirements
Graphic Design BFA,GD 103 - Visualization - Perspective and Rendering,3,"graphic design major, art, art history, graphic design minor",requirements
Graphic Design BFA,GD 102 - Research Methods for Designers,3,"graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,GD 200 - Introduction to Graphic Design,3,"GD 102, GD 103, sophomore standing and graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,"GD 202 - Interactive, UX and Web Design",3,"GD 102, GD 103, sophomore standing and graphic design major, art, art history, graphic design minor",requirements
Graphic Design BFA,GD 201 - Typography,3,"GD 102, GD 103, sophomore standing and graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,GD 203 - Color,3,"GD 200, GD 201, sophomore standing and graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,GD 300 - Graphic Design,3,"GD 200, GD 201  and graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,GD 302 - Branding and Advertising Design,3,"GD 200, GD 201, GD 300, junior standing and graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,GD 303 - Information Design,3,"GD 103, GD 200, GD 201, sophomore standing and graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,GD 304 - History of Graphic Design,3,"GD 200, GD 201, and graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,GD 306 - 4D Design,3,"GD 200, GD 201, junior standing and graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,GD 307 - Advanced Typography,3,"GD 200, GD 201, GD 300, junior standing and graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,GD 310 - Sustainability and More Than Human Design Research,3,N/A,requirements
Graphic Design BFA,"GD 312 - Designing Tomorrow: Ethics, Technology, and Social Vision",3,"GD 102, GD 103, consent of faculty",requirements
Graphic Design BFA,GD 400 - Advanced Graphic Design,3,"GD 200, GD 201, GD 300, GD 302  and graphic design major, art, art history, graphic design minor and senior standing, consent of instructor",requirements
Graphic Design BFA,GD 401 - Business Practices/Pre-internship,3,"GD 306, senior standing and graphic design major, art, art history, graphic design minor",requirements
Graphic Design BFA,GD 402 - Advanced Interaction UX/UI and Web Design,3,"GD 200, GD 201, GD 202  and graphic design major, art, art history, graphic design minor, consent of instructor",requirements
Graphic Design BFA,GD 408 - Graphic Design Portfolio,3,"GD 306, senior standing and graphic design major, art, art history, graphic design minor",requirements
Graphic Design BFA,GD 410 - AI Research Through Design,3,N/A,requirements
Graphic Design BFA,GD 490 - Independent Internship,½-6,"junior standing, consent of instructor and graphic design major, minor",requirements
Graphic Design BFA,GD 290 - Independent Internship,½-3,"sophomore standing, consent of instructor and graphic design major, art, art history, graphic design minor",two of the following
Graphic Design BFA,GD 390 - Independent Internship,½-3,"junior standing, consent of instructor and graphic design major, art, art history, graphic design minors",two of the following
Graphic Design BFA,GD 309 - Illustration,3,"ART 124, ART 211, GD 103, GD 200  and art, graphic design major, art, graphic design minor",two of the following
Graphic Design BFA,GD 308 - Sustainable Design (London),3,"GD 200, GD 201  and graphic design major, art, art history, graphic design minor, consent of instructor",two of the following
Graphic Design BFA,GD 406 - Motion Design,3,"GD 200, GD 201, GD 300, GD 302  and graphic design major, art, art history, graphic design minor, consent of instructor",two of the following
Graphic Design BFA,GD 407 - Studio C,3,"consent of instructor, sophomore standing and graphic design major, art, art history, graphic design minor",two of the following
Health Sciences BS,BIOL 204 - From Molecules to Cells: Evolution of Life on Earth (Gen Biol I),3,N/A,requirements
Health Sciences BS,"HSCI 210 - Human Anatomy, Lecture and Laboratory",4,N/A,requirements
Health Sciences BS,CHEM 150 - General Chemistry II,3,"CHEM 140, CHEM 140L ",requirements
Health Sciences BS,CHEM 140 - General Chemistry I,3,N/A,requirements
Health Sciences BS,HSCI 365 - Human Physiology Part A,3,"BIOL 204, CHEM 140, CHEM 140L, and BIOL 210, HSCI 210 ",requirements
Health Sciences BS,HSCI 498 - Health Sciences Capstone,3,instructor consent required,requirements
Health Sciences BS,"HSCI 366 - Human Physiology Part B, Lecture and Laboratory",4,"BIOL 204, CHEM 140, CHEM 140L, and BIOL 210 ​, HSCI 210 ",requirements
Health Sciences BS,MATH 203 - Introduction to Statistics,3,N/A,one of the following
Health Sciences BS,PSY 203 - Statistics for Behavioral Sciences,3,"MATH 100, MATH 100L, PSY 101, equivalents",one of the following
Health Sciences BS,"BIOL 317 - Microbiology, Lecture and Laboratory",4,"BIOL 204, BIOL 208 ",requirements
Health Sciences BS,HSCI 310 - Advanced Anatomy,3,"BIOL 204, and BIOL 210, HSCI 210 ",requirements
Health Sciences BS,"BIOL 330 - General Genetics, Lecture and Laboratory",4,"BIOL 204, BIOL 208 ",requirements
Health Sciences BS,FSN 200 - Nutrition for Life,3,N/A,requirements
Health Sciences BS,"BIOL 208 - Introduction to Molecular Genetics, Lecture and Laboratory",4,"BIOL 204, a score of 4, 5 on the AP, IB Biology exam",requirements
Health Sciences BS,HSCI 460 - Principles of Pharmacology,3,"BIOL 365, HSCI 365 ",requirements
Health Sciences BS,HSCI 490 - Independent Internship,½-3,N/A,electives
Health Sciences BS,PHIL 314 - Medical Ethics,3,N/A,electives
Health Sciences BS,HSCI 340 - Science of Obesity,3,N/A,electives
Health Sciences BS,CHEM 230 - Organic Chemistry I,3,"CHEM 150, CHEM 150L ",electives
Health Sciences BS,HSCI 440 - Applied Human Neurophysiology,3,N/A,electives
Health Sciences BS,HSCI 491 - Student-Faculty Research/Creative Activity,1-3,consent of instructor,electives
Health Sciences BS,PSY 327 - Life Span Development,3,PSY 101 ,psychology electives
Health Sciences BS,PSY 317 - Cognitive Psychology,3,PSY 101 ,psychology electives
Health Sciences BS,PSY 436 - Health Psychology,3,PSY 101 ,psychology electives
Health Sciences BS,PSY 328 - Abnormal Psychology,3,PSY 101 ,psychology electives
Health Sciences BS,PSY 323 - Child Development,3,PSY 101 ,psychology electives
Health Sciences BS,"PHYS 108 - General Physics for the Life Sciences II, Lecture and Laboratory",4,"PHYS 107, MATH 110, MATH 115 ",requirements
Health Sciences BS,MATH 111 - Single Variable Calculus II,3,"MATH 110, MATH 115 ",requirements
Health Sciences BS,"PHYS 107 - General Physics for the Life Sciences I, Lecture and Laboratory",4,"MATH 110, MATH 115 ",requirements
Health Sciences BS,BIOL 205 - Evolution and Diversity of Multicellular Organisms (Gen Biol II),3,N/A,requirements
Health Sciences BS,MATH 110 - Single Variable Calculus I,3,"MATH 101, equivalent",requirements
Health Sciences BS,"HSCI 345 - Pathophysiology: Diet, Disease and Exercise",3,N/A,requirements
Health Sciences BS,"HSCI 465 - Applied Exercise Physiology, Lecture and Lab",4,N/A,requirements
Health Sciences BS,HSCI 301 - Biomechanics and Functional Anatomy,3,N/A,electives
Health Sciences BS,CHEM 331 - Organic Chemistry II,3,"CHEM 230, CHEM 230L ",electives
Health Sciences BS,"BCHM 335 - Biochemistry I-Biomolecules, Lecture and Laboratory",4,CHEM 331 ,electives
Health Sciences BS,CHEM 230 - Organic Chemistry I,3,"CHEM 150, CHEM 150L ",electives
Health Sciences BS,"HSCI 407 - Applied Nutrition for Exercise, Training, and Performance",3,N/A,electives
Health Sciences BS,HSCI 490 - Independent Internship,½-3,N/A,electives
Health Sciences BS,HSCI 491 - Student-Faculty Research/Creative Activity,1-3,consent of instructor,electives
Health Sciences BS,PSY 328 - Abnormal Psychology,3,PSY 101 ,psychology
Health Sciences BS,PSY 327 - Life Span Development,3,PSY 101 ,psychology
Health Sciences BS,PSY 345 - Sports Psychology,3,PSY 101 ,psychology
Health Sciences BS,PSY 323 - Child Development,3,PSY 101 ,psychology
Health Sciences BS,PSY 436 - Health Psychology,3,PSY 101 ,psychology
History BA,HIST 296 - History Seminar,3,"history major, minor, and consent of instructor",requirements
History BA,HIST 498 - Advanced Research Thesis II,3,"HIST 496, history major",requirements
History BA,HIST 398 - The Historian’s Craft,3,"HIST 296, consent of instructor",requirements
History BA,HIST 496 - Advanced Research Thesis I,3,"HIST 398, history major, consent of instructor",requirements
Liberal Studies BA,ENGR 101 - Foundations of Design and Fabrication,3,N/A,lower-division common requirements
Liberal Studies BA,"SCI 123 - Exploring the Earth, Life, and Physical Sciences",3,N/A,lower-division common requirements
Liberal Studies BA,TH 150 - Theatre in World Cultures,3,N/A,lower-division common requirements
Liberal Studies BA,LBST 203 - Introduction to Research Methods in Education,3,"Liberal Studies major, Community Educational Studies major",lower-division common requirements
Liberal Studies BA,HUM 103 - Introduction to Ethnic Studies,3,N/A,lower-division common requirements
Liberal Studies BA,HIST 203 - World History Survey,3,N/A,lower-division common requirements
Liberal Studies BA,MATH 208 - Foundations of Geometry,3,"MATH 100, equivalent",lower-division common requirements
Liberal Studies BA,"LBST 301 - Organizations, Ethics, and Society",3,N/A,upper-division common requirements
Liberal Studies BA,ENG 302 - Writing About Diverse Cultures,3,N/A,upper-division common requirements
Liberal Studies BA,ENG 302B - Disability and Creative Writing,3,none,upper-division common requirements
Liberal Studies BA,ENG 302A - Representing Self/Others,3,N/A,upper-division common requirements
Liberal Studies BA,PSY 323 - Child Development,3,PSY 101 ,upper-division common requirements
Liberal Studies BA,HIST 329 - Experimental Course,1-3,N/A,upper-division common requirements
Liberal Studies BA,ENG 327 - Multicultural Literatures of the U.S.,3,ENG 256 ,upper-division common requirements
Liberal Studies BA,TH 374 - Theatre for Social Change,3,"TH 170  and screen acting, theatre, theatre performance major",upper-division common requirements
Liberal Studies BA,LBST 492 - Senior Capstone,3,"LBST 203, Liberal Studies major, senior standing",upper-division common requirements
Liberal Studies BA,LBST 402 - Elementary Physical Education,3,Liberal Studies major and junior standing,upper-division common requirements
Mathematics BS,MATH 110 - Single Variable Calculus I,3,"MATH 101, equivalent",core requirements
Mathematics BS,MATH 210 - Multivariable Calculus,3,MATH 111 ,core requirements
Mathematics BS,"MATH 116 - Accelerated Calculus Part II: Series, Differential Equations and Multivariable Calculus",4,MATH 115 ,core requirements
Mathematics BS,MATH 115 - Accelerated Calculus Part I: Differentiation and Integration,4,"MATH 101, equivalent",core requirements
Mathematics BS,MATH 111 - Single Variable Calculus II,3,"MATH 110, MATH 115 ",core requirements
Mathematics BS,MATH 215 - Introduction to Linear Algebra and Differential Equations,3,"MATH 111, MATH 116 ",core requirements
Mathematics BS,MATH 220 - Scientific Computing I,3,N/A,core requirements
Mathematics BS,PHYS 220 - Scientific Computing I,3,N/A,core requirements
Mathematics BS,MATH 250 - Discrete Mathematics I,3,"MATH 101, equivalent",core requirements
Mathematics BS,CPSC 230 - Computer Science I,3,MATH 100 ,core requirements
Mathematics BS,MATH 315 - Linear Algebra II (Advanced Linear Algebra),3,N/A,upper division requirements
Mathematics BS,MATH 360 - Probability Theory,3,"MATH 116, MATH 210 ",upper division requirements
Mathematics BS,MATH 440 - Topology,3,"MATH 211, MATH 215 and MATH 250 
   Topology studies the general concept of continuity and those properties of spaces that are preserved by continuous functions",upper division requirements
Mathematics BS,MATH 380 - Introduction to Abstract Algebra,3,MATH 250 ,upper division requirements
Mathematics BS,MATH 450 - Real Analysis,3,"MATH 116, MATH 210  and MATH 250 ",upper division requirements
Mathematics BS,MATH 454 - Numerical Analysis,3,N/A,upper division requirements
Mathematics BS,MATH 460 - Modern Algebra,3,MATH 380 ,upper division requirements
Mathematics BS,MATH 451 - Complex Analysis,3,MATH 450 ,upper division requirements
Mathematics BS,PHYS 101 - General Physics I,3,"MATH 110, MATH 115 ",general science requirement
Mathematics BS,CHEM 140 - General Chemistry I,3,N/A,general science requirement
Mathematics BS,"PHYS 107 - General Physics for the Life Sciences I, Lecture and Laboratory",4,"MATH 110, MATH 115 ",general science requirement
Mathematics BS,PHYS 102 - General Physics II,3,"PHYS 101, and MATH 111, MATH 115 ",general science requirement
Mathematics BS,"PHYS 108 - General Physics for the Life Sciences II, Lecture and Laboratory",4,"PHYS 107, MATH 110, MATH 115 ",general science requirement
Mathematics BS,BIOL 204 - From Molecules to Cells: Evolution of Life on Earth (Gen Biol I),3,N/A,general science requirement
Mathematics BS,BIOL 205 - Evolution and Diversity of Multicellular Organisms (Gen Biol II),3,N/A,general science requirement
Mathematics BS,CHEM 150 - General Chemistry II,3,"CHEM 140, CHEM 140L ",general science requirement
Mathematics BS,MATH 260 - Number Theory,3,"MATH 111, MATH 115 ",electives
Mathematics BS,MATH 310 - History of Mathematics,3,"MATH 110, MATH 115 ",electives
Mathematics BS,MATH 280 - Mathematics Tutoring,3,"MATH 101, equivalent",electives
Mathematics BS,MATH 208 - Foundations of Geometry,3,"MATH 100, equivalent",electives
Mathematics BS,PHYS 201 - General Physics III,3,PHYS 102 ,electives
Mathematics BS,MATH 350 - Differential Equations,3,N/A,electives
Mathematics BS,MATH 352 - Discrete Mathematics II,3,MATH 250 ,electives
Mathematics BS,MATH 361 - Mathematical Statistics,3,MATH 360 ,electives
Mathematics BS,MATH 370 - Special Topics in Mathematics,3,N/A,electives
Mathematics BS,MATH 390 - Introduction to Differential Geometry,3,"MATH 116, MATH 210 ",electives
Mathematics BS,MATH 490 - Independent Internship,1-6,consent of instructor,electives
Mathematics BS,MATH 499 - Individual Study,½-6,"B average in mathematics courses, consent of instructor",electives
Music BA,MUS 102B - Compendium of Western Music History II,3,"music major, minor and pass MUS 133  with a “C”, better, pass MUS 102A  with a C, better, consent of instructor",general requirements
Music BA,MUS 133 - Theory I,2,consent of instructor,general requirements
Music BA,MUS 104 - Piano,1-4,N/A,general requirements
Music BA,MUS 404 - Advanced Piano,1-4,junior standing,general requirements
Music BA,MUS 102A - Compendium of Western Music History I,3,"music major, minor and pass MUS 133  with a “C”, better, consent of instructor",general requirements
Music BA,MUS 233 - Theory III,2,"pass MUS 134  with a “C”, better, for B",general requirements
Music BA,MUS 234 - Theory IV,2,"pass MUS 102, MUS 233  with a “C”, better, pass music theory placement examination",general requirements
Music BA,MUS 496A - BA in Music Capstone part I,3,instructor consent required,general requirements
Music BA,MUS 280 - Music Information Literacy,0,music majors only,general requirements
Music BA,MUS 496B - BA in Music Capstone Part II,3,instructor consent required,general requirements
Music BA,MUS 339 - Principles of Arranging,2,MUS 233 ,one of the following
Music BA,MUS 340 - Instrumentation and Beginning Orchestration,2,"pass MUS 234  with a “C”, better, junior standing",one of the following
Music BA,MUS 330 - Form and Harmonic Analysis,2,"junior standing, pass MUS 234, MUS 236 with a “C”, better, for composition majors pass MUS 234, MUS 236 with “B”, better",one of the following
Music BA,MUS 302 - Music History and Literature II,3,"pass MUS 102, MUS 102B  with a “C”, better, and MUS 134  with a “C”, better",three of the following
Music BA,MUS 304 - Music History and Literature IV,3,"pass MUS 102, MUS 102B  with a “C”, better, and MUS 234  with a “C”, better",three of the following
Music BA,MUS 301 - Music History and Literature I,3,"pass MUS 102, MUS 102B  with a “C”, better",three of the following
Music BA,MUS 303 - Music History and Literature III,3,"pass MUS 102, MUS 102B  with a “C”, better, and MUS 233  with a “C”, better",three of the following
Music BA,MUS 324 - Audio Recording Techniques,3,"pass MUS 244  with a “C”, better and pass MUS 128, MUS 133  with a C, better",three of the following
Music BA,MUS 332A - Musical Cultures of Africa/Middle East,3,"pass MUS 102B  with a “C”, better, and music major, minor",three of the following
Music BA,MUS 332B - Musical Cultures of Asia/Pacific,3,"pass MUS 102B  with a “C”, better, and music major, minor",three of the following
Music BA,MUS 332C - Musical Cultures of the Americas,3,"pass MUS 102B  with a “C”, better, and music major, minor",three of the following
Music BA,MUS 332D - Folk and Traditional Musical Cultures of Europe,3,"pass MUS 102B  with a “C”, better, and music major, minor, instructor consent",three of the following
Music BA,MUS 344 - Advanced Topics in Music Technology,3,"pass MUS 244  with a “C”, better, consent of instructor",three of the following
Music BA,MUS 345 - Musical Theatre History and Cultural Practice,3,N/A,three of the following
Music BA,MUS 346 - Music and Interactive Technology with MAX/MSP,3,"pass MUS 244  with a “C”, better, consent of instructor",three of the following
Music BA,MUS 347 - Post-production Editing and Processing Techniques,3,"MUS 244, pass a diagnostic examination in computer literacy and basic audio recording skills",three of the following
Music BA,MUS 348 - Introduction to Music Synthesis,3,"MUS 244, consent of instructor",three of the following
Music BA,MUS 405 - Music History and Literature V,3,"pass MUS 102B  and MUS 234  with a “C”, better, consent of instructor",three of the following
Music BA,MUS 439 - Topics in Film Music,3,"MUS 134, MUS 239, consent of instructor",three of the following
Music BA,MUS 461 - Psychology of Music,3,N/A,three of the following
Music BA,MUS 456 - Song Literature and History,3,"pass MUS 102, MUS 102B  with a “C”, better, consent of instructor",three of the following
Music BA,MUS 468 - Guitar Literature and History,3,"pass MUS 102, MUS 102B  with a “C”, better, consent of instructor",three of the following
Music BA,MUS 494 - Piano Literature and History,3,"pass MUS 102, MUS 102B  with a “C”, better, consent of instructor",three of the following
Music BA,MUS 496C - Seminar: Topics in Music History and Literature,3,"pass MUS 102B  with a “C”, better, consent of instructor",three of the following
Music BA,MUS 496D - Seminar: Topics in World Music and Culture,3,"consent of instructor and pass MUS 102B  with a “C”, better",three of the following
Music BA,MUS 496E - Opera History and Cultural Practice,3,"pass MUS 102B  and MUS 134  with at least a C, consent of instructor",three of the following
Peace and Justice Studies BA,PCST 253 - Mediation and Conflict Resolution,3,N/A,core requirements
Peace and Justice Studies BA,PCST 150 - Introduction to Peace Studies,3,N/A,core requirements
Peace and Justice Studies BA,PCST 240 - Theories of Peace and Conflict,3,PCST 150 ,core requirements
Peace and Justice Studies BA,PCST 453 - Mediation and Conflict Resolution,3,N/A,core requirements
Peace and Justice Studies BA,PCST 201 - Research Methods: Peace Studies,3,N/A,core requirements
Peace and Justice Studies BA,PCST 354 - Non-Violent Social Change,3,N/A,core requirements
Peace and Justice Studies BA,PCST 498 - Capstone Project in Peace and Conflict Studies,3,"PCST 150, PCST 201 ",core requirements
Peace and Justice Studies BA,POSC 120 - Introduction to International Relations,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,SOC 225 - Social Inequality/Stratification,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,HIST 211 - Mother Russia and Uncle Sam During the Cold War: Conflict and Coexistence,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,POSC 130 - Introduction to Comparative Politics,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,FSN 201 - International Nutrition: World Food Crisis,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,HIST 228 - African American Historical Experience,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,HIST 307 - Germany and the Holocaust,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,PCST 260 - Peace and Conflict in Fiction,3,"PCST 150  and sophomore standing, consent of  instructor",dynamics of violence and causes of conflict
Peace and Justice Studies BA,"PCST 311 - Borders, Conflict and Sovereignty",3,"PCST 150  and sophomore standing, consent of instructor",dynamics of violence and causes of conflict
Peace and Justice Studies BA,HIST 319 - Israel/Palestine: 3000 Years,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,PCST 332 - Democracy and Democratization,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,PCST 333 - Global Conflict Analysis and Resolution,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,POSC 335 - Political Economy,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,SOC 335 - Society and the Environment,3,"SOC 101, ENV 102, consent of instructor",dynamics of violence and causes of conflict
Peace and Justice Studies BA,FREN 351 - The French Resistance and Holocaust,3,"FREN 201, consent of instructor",dynamics of violence and causes of conflict
Peace and Justice Studies BA,PCST 353 - Peace and Conflict in the Middle East,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,PCST 356 - The Psychology of International Conflict,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,PCST 358 - Islam and the West,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,POSC 362 - Politics of Humanitarianism,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,PCST 366 - Conflict and Social Change in Latin America,3,N/A,dynamics of violence and causes of conflict
Peace and Justice Studies BA,PCST 200 - Introduction to Human Rights,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,PCST 257 - Model United Nations I,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,REL 120 - Global Ethics and Religion,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,"PCST 311 - Borders, Conflict and Sovereignty",3,"PCST 150  and sophomore standing, consent of instructor",inclusive conflict engagement
Peace and Justice Studies BA,PCST 310 - International Approaches to Health,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,POSC 323 - Law and Politics of Mass Atrocity,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,POSC 327 - Latin American Politics,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,PCST 325 - Albert Schweitzer: His Life and Thought,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,PCST 333 - Global Conflict Analysis and Resolution,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,POSC 335 - Political Economy,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,POSC 336 - The Global and The Local,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,PCST 345 - Gender in Peace and War,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,POSC 362 - Politics of Humanitarianism,3,N/A,inclusive conflict engagement
Peace and Justice Studies BA,LEAD 410 - Leadership in International Contexts: Travel Course,3,"declared LEAD Minor, Leadership Themed Inquiry, Instructor Approval",inclusive conflict engagement
